id,ra,dec,label,label_source,quality_flag,notes
1,53.09301217,-27.954545657,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25130,53.069911359,-27.793071807,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25131,53.226015666,-27.795177651,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25132,53.207030664,-27.792759223,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25133,53.111693096,-27.792772597,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25134,53.172654617,-27.79277488,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25135,53.079964871,-27.792752164,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25136,53.10425959,-27.792745768,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25137,53.150458216,-27.792810036,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25138,53.080785454,-27.79288194,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25139,53.150210071,-27.793825731,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25140,53.187773429,-27.792734338,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25141,53.208352082,-27.793057334,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25142,53.187810326,-27.794045599,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25143,53.170509173,-27.792727379,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25144,53.084684036,-27.792712099,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25145,53.205745057,-27.792693533,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25146,53.102875419,-27.793247502,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25147,53.129833719,-27.792721511,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25148,53.173724979,-27.792711737,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25149,53.148598158,-27.792848526,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25150,53.11332366,-27.792721866,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25151,53.099642293,-27.794273528,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25152,53.151505379,-27.7927689,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25153,53.186441864,-27.792795113,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25154,53.144342987,-27.793057384,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25155,53.168582312,-27.792669191,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25156,53.116802909,-27.792711614,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25157,53.16452483,-27.792952436,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25158,53.216577913,-27.792629239,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25159,53.131775974,-27.792660212,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25160,53.101446948,-27.792670535,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25161,53.151931147,-27.792642336,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25162,53.083749322,-27.792674017,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25163,53.044896919,-27.792834916,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25164,53.19860009,-27.79334793,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25165,53.147608537,-27.792629637,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25166,53.032669814,-27.793261327,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25167,53.187365424,-27.792681601,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25168,53.158102651,-27.792912206,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25169,53.234562501,-27.792583678,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25170,53.064801592,-27.792618975,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25171,53.162835411,-27.792631133,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25172,53.186935322,-27.790989908,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25173,53.174513747,-27.794277091,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25174,53.187329211,-27.792875471,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25175,53.219006464,-27.792725567,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25176,53.057887285,-27.792753852,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25177,53.128081396,-27.792619167,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25178,53.175957237,-27.792601872,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25179,53.102744851,-27.7926061,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25180,53.141043728,-27.79258879,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25181,53.14696252,-27.792627876,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25182,53.127269432,-27.792589943,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25183,53.12476012,-27.792593057,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25184,53.026634575,-27.793075944,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25185,53.055122671,-27.792578863,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25186,53.207706013,-27.792563034,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25187,53.089122875,-27.792752941,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25188,53.228323877,-27.792839186,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25189,53.098945671,-27.792730752,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25190,53.208991446,-27.792558571,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25191,53.228597656,-27.792862789,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25192,53.047586404,-27.792596302,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25193,53.049702779,-27.792542903,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25194,53.167311882,-27.793161843,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25195,53.170609176,-27.792883244,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25196,53.122337325,-27.792554617,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25197,53.16358413,-27.793525704,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25198,53.061815665,-27.793981361,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25199,53.08344918,-27.792705874,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25200,53.170499321,-27.792628043,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25201,53.052467083,-27.792515647,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25202,53.029139335,-27.792497564,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25203,53.104074929,-27.79287319,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25204,53.190730858,-27.792620321,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25205,53.116656998,-27.792513175,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25206,53.121596444,-27.792798409,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25207,53.043907531,-27.792533154,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25208,53.149852766,-27.792744203,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25209,53.06142273,-27.792586455,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25210,53.173591009,-27.792463113,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25211,53.106988345,-27.792886158,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25212,53.211321868,-27.792445374,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25213,53.052671066,-27.792439456,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25214,53.198014971,-27.7924412,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25215,53.041409366,-27.792551723,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25216,53.164120912,-27.79265081,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25217,53.215529783,-27.792427287,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25218,53.229586454,-27.792553663,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25219,53.187391955,-27.793584568,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25220,53.150896671,-27.792434229,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25221,53.048352219,-27.793072058,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25222,53.084946472,-27.793112715,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25223,53.154104701,-27.792983485,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25224,53.024662075,-27.792485762,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25225,53.141571955,-27.79240473,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25226,53.117553835,-27.792412264,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25227,53.169758631,-27.793450176,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25228,53.064358726,-27.792462359,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25229,53.204003477,-27.792896629,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25230,53.231041541,-27.793134278,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25231,53.166203306,-27.793923985,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25232,53.089344815,-27.792445206,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25233,53.065609992,-27.792440791,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25234,53.028655008,-27.793222034,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25235,53.109408307,-27.792383224,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25236,53.090405528,-27.792824537,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25237,53.171965149,-27.792612985,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25238,53.210472794,-27.792354287,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25239,53.027792105,-27.792484057,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25240,53.087689568,-27.792516275,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25241,53.157498541,-27.792750406,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25242,53.193861597,-27.793291107,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25243,53.183831989,-27.793125857,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25244,53.148011609,-27.792879147,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25245,53.026958953,-27.792854447,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25246,53.081909196,-27.792333756,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25247,53.054481228,-27.79298693,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25248,53.13853405,-27.792726332,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25249,53.0518201,-27.792310923,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
25250,53.162329055,-27.79300174,galaxy,goodss_3dhst.v4.1.5.IR.cat,secure_hst_label,Used 3D-HST z_type: 0 -> star; 1/2/3 -> galaxy (spectroscopic/grism/photometric redshift source types); all other/missing values excluded.
